assists,bonus,bps,chance_of_playing_next_round,chance_of_playing_this_round,clean_sheets,code,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,creativity,creativity_rank,creativity_rank_type,direct_freekicks_order,direct_freekicks_text,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,goals_conceded,goals_scored,ict_index,ict_index_rank,ict_index_rank_type,id,in_dreamteam,influence,influence_rank,influence_rank_type,minutes,news,news_added,now_cost,own_goals,penalties_missed,penalties_order,penalties_saved,penalties_text,photo,points_per_game,red_cards,saves,second_name,selected_by_percent,special,squad_number,status,team,team_code,threat,threat_rank,threat_rank_type,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,yellow_cards
5,10,526,100,100,17,110979,None,,0,0,-2,2,640.8,33,24,None,,3,3,3.6,5.5,9,Sadio,4.5,24,16,303.9,7,6,230,True,814.4,20,9,2818,,2022-01-01T17:00:19.036734Z,118,0,0,None,0,,110979.jpg,5.4,0,0,Mané,4.8,False,None,a,11,14,1585.0,3,2,183,1111702,0,1077273,0,0.4,15.5,Mané,5
1,15,782,100,100,20,116535,None,,0,0,1,-1,10.0,441,13,None,,2,1,5.4,3.5,3,Alisson,2.5,24,0,73.1,241,12,231,True,721.4,44,12,3240,,2022-01-02T21:00:20.996540Z,61,1,0,None,0,,116535.jpg,4.9,0,75,Ramses Becker,9.4,False,None,a,11,14,0.0,730,81,176,1023557,0,914974,0,0.4,28.9,Alisson,0
1,7,438,100,75,15,116643,None,,0,0,-1,1,282.2,150,96,4,,0,3,1.7,0.8,0,Fabio Henrique,0.0,18,5,109.4,135,80,232,False,501.8,124,46,2311,,2022-05-10T22:30:10.563797Z,54,0,0,3,0,,116643.jpg,3.3,0,0,Tavares,0.9,False,None,a,11,14,310.0,145,80,97,210957,0,231852,0,0.0,18.0,Fabinho,7
14,29,756,100,75,17,118748,None,,0,0,6,-6,875.9,13,11,2,,8,3,2.2,3.0,6,Mohamed,3.0,22,23,434.8,1,1,233,True,1241.0,1,1,2758,,2022-05-14T22:00:12.956309Z,131,0,1,2,0,,118748.jpg,7.6,0,0,Salah,41.0,False,None,a,11,14,2230.0,1,1,265,6539682,0,7654781,0,0.2,20.2,Salah,1
11,23,770,100,100,17,122798,2,,0,0,3,-3,900.7,11,2,None,,5,2,5.6,5.5,9,Andrew,4.5,20,3,198.3,32,3,234,True,708.2,50,16,2537,,2021-12-19T21:00:16.052287Z,73,0,0,None,0,,122798.jpg,6.4,1,0,Robertson,11.6,False,None,a,11,14,372.0,122,13,186,1938795,0,1082491,0,0.6,25.5,Robertson,5
0,3,87,100,100,0,152760,None,,0,0,-2,2,6.6,444,58,None,,0,4,2.2,1.5,0,Divock,0.5,0,3,27.4,378,51,235,False,104.6,386,48,126,,2021-12-11T17:00:18.448794Z,48,0,0,None,0,,152760.jpg,3.1,0,0,Origi,1.4,False,None,a,11,14,165.0,240,52,22,243546,0,250241,0,0.1,4.6,Origi,0
0,2,89,100,100,0,157882,None,,0,0,-4,4,33.8,377,189,None,,0,3,2.8,5.5,0,Takumi,4.5,1,3,25.4,386,173,236,False,117.4,379,159,178,,2021-12-31T15:00:19.291927Z,51,0,0,None,0,,157882.jpg,2.5,0,0,Minamino,0.1,False,None,a,11,14,104.0,299,155,28,16073,0,22861,0,0.9,5.5,Minamino,1
12,32,864,100,100,18,169187,1,,0,0,9,-9,1449.1,1,1,1,,5,2,2.8,2.0,2,Trent,1.0,22,2,283.2,8,1,237,True,865.2,14,2,2853,,2022-03-18T11:00:20.256556Z,84,0,0,None,0,,169187.jpg,6.5,0,0,Alexander-Arnold,37.9,False,None,a,11,14,515.0,76,4,208,4467728,0,3985324,0,0.1,24.8,Alexander-Arnold,2
1,2,92,100,50,2,171287,None,,0,0,-3,3,64.0,333,110,None,,1,2,1.1,0.8,0,Joseph,0.5,3,0,15.4,414,154,238,False,76.6,411,156,330,,2022-05-17T23:00:12.105698Z,47,0,0,None,0,,171287.jpg,2.8,0,0,Gomez,0.4,False,None,a,11,14,13.0,419,158,22,23948,0,65949,0,0.1,4.7,Gomez,2
2,4,262,100,100,8,175592,None,,0,0,0,0,243.8,172,109,None,,1,3,3.8,2.5,2,Naby,1.5,6,3,80.5,216,108,239,False,302.0,245,100,1169,,2022-03-21T23:00:12.988158Z,50,0,0,None,0,,175592.jpg,2.8,0,0,Keita,0.2,False,None,a,11,14,258.0,175,98,65,57073,0,63205,0,0.3,13.0,Keita,3
7,8,483,100,100,14,194634,None,,0,0,8,-8,538.2,52,37,None,,3,3,4.2,4.0,1,Diogo,3.0,19,15,264.5,12,9,240,False,736.8,38,16,2357,,2022-04-14T13:30:15.403303Z,83,0,0,None,0,,194634.jpg,5.0,0,0,Jota,17.3,False,None,a,11,14,1379.0,6,4,175,6551305,0,6115344,0,0.4,21.1,Jota,3
0,0,0,0,0,0,197464,None,,0,0,-3,3,0.0,588,235,None,,0,2,0.0,0.0,0,Nathaniel,0.0,0,0,0.0,603,235,241,False,0.0,598,235,0,Joined Bournemouth on loan until the end of the season - Expected back 01 Jul,2021-12-10T12:30:13.078968Z,42,0,0,None,0,,197464.jpg,0.0,0,0,Phillips,0.1,False,None,u,11,14,0.0,558,230,0,4620,0,23715,0,0.0,0.0,Phillips,0
0,0,52,100,100,1,200720,None,,0,0,-2,2,0.0,594,60,None,,0,1,1.0,1.0,0,Caoimhin,0.0,2,0,4.6,461,33,242,False,46.2,431,33,180,,2021-10-26T17:00:11.009904Z,43,0,0,None,0,,200720.jpg,4.0,0,6,Kelleher,0.1,False,None,a,11,14,0.0,566,47,8,15226,0,18841,0,0.0,1.9,Kelleher,0
0,0,208,100,100,4,204716,None,,0,0,-4,4,21.0,406,148,None,,0,2,1.8,3.0,2,Ibrahima,2.0,10,0,25.4,387,138,243,False,213.4,305,118,990,,2022-03-10T18:00:12.557383Z,51,0,0,None,0,,204716.jpg,3.0,0,0,Konaté,1.4,False,None,a,11,14,20.0,405,151,33,131999,0,265546,0,0.4,6.5,Konaté,2
1,3,177,100,100,4,206915,5,,0,0,0,0,179.7,216,129,None,,0,3,1.8,2.0,0,Curtis,1.0,9,1,50.8,307,137,244,False,156.4,355,146,849,,2022-04-27T23:30:18.103213Z,50,0,0,None,0,,206915.jpg,2.7,0,0,Jones,0.1,False,None,a,11,14,171.0,236,124,40,48181,0,48916,0,0.2,8.0,Jones,0
2,2,202,100,100,4,214285,3,,0,0,-3,3,401.1,98,16,None,,0,2,1.8,2.0,0,Konstantinos,1.0,6,0,75.8,231,68,245,False,214.4,304,117,874,,2022-04-27T23:30:18.113070Z,37,0,0,None,0,,214285.jpg,3.2,0,0,Tsimikas,12.4,False,None,a,11,14,141.0,255,72,42,2424331,0,3166827,0,0.3,11.4,Tsimikas,3
1,0,17,0,0,0,215136,None,,0,0,-2,2,11.1,433,161,None,,0,2,0.0,0.0,0,Neco,0.0,0,0,3.1,473,175,246,False,18.2,471,176,7,Joined Fulham on loan until the end of the season - Expected back 01 Jul,2022-02-01T00:30:12.032224Z,38,0,0,None,0,,215136.jpg,4.0,0,0,Williams,0.5,False,None,u,11,14,2.0,445,168,4,76418,0,115239,0,0.0,1.1,N.Williams,0
0,0,0,0,0,0,219937,None,,0,0,-1,1,0.0,601,236,None,,0,2,0.0,0.0,0,Rhys,0.0,0,0,0.0,610,236,247,False,0.0,606,236,0,Joined Swansea City on a season-long loan - Expected back 01 Jul,2021-08-31T17:30:14.206064Z,44,0,0,None,0,,219937.jpg,0.0,0,0,Williams,0.0,False,None,u,11,14,0.0,579,233,0,468,0,4504,0,0.0,0.0,R.Williams,0
0,0,0,0,0,0,152898,None,,0,0,0,0,0.0,530,196,None,,0,2,0.0,0.0,0,Ben,0.0,0,0,0.0,548,197,248,False,0.0,543,197,0,Joined Sheffield United on a season-long loan - Expected back 01 Jul,2021-08-17T07:00:07.417581Z,40,0,0,None,0,,152898.jpg,0.0,0,0,Davies,0.1,False,None,u,11,14,0.0,497,189,0,1080,0,25033,0,0.0,0.0,Davies,0
0,0,52,100,100,2,444884,None,,0,0,-2,2,133.5,257,146,None,,0,3,1.4,2.0,0,Harvey,1.0,2,0,27.9,375,170,506,False,43.2,435,187,344,,2021-09-12T22:00:15.178405Z,53,0,0,None,0,,444884.jpg,2.0,0,0,Elliott,0.1,False,None,a,11,14,102.0,303,156,12,42468,0,49962,0,0.2,2.3,Elliott,0
0,0,0,0,0,0,182436,None,,0,0,0,0,0.0,625,244,None,,0,3,0.0,0.0,0,Ben,0.0,0,0,0.0,631,243,553,False,0.0,628,241,0,Joined Hearts on a season-long loan - Expected back 01 Jul,2021-08-23T23:30:16.182158Z,45,0,0,None,0,,182436.jpg,0.0,0,0,Woodburn,0.0,False,None,u,11,14,0.0,609,242,0,2273,0,3169,0,0.0,0.0,Woodburn,0
0,0,4,None,None,0,440148,None,,0,0,0,0,2.4,458,215,None,,0,3,1.0,1.0,0,Tyler,0.0,1,0,0.6,511,225,620,False,2.8,500,218,65,,None,45,0,0,None,0,,440148.jpg,0.5,0,0,Morton,0.0,False,None,a,11,14,0.0,644,262,1,843,0,751,0,0.0,0.2,Morton,1
0,0,-3,None,None,0,496185,None,,0,0,0,0,0.6,482,225,None,,0,3,1.0,1.0,0,Kaide,0.0,0,0,1.4,497,216,625,False,4.0,498,216,8,,None,45,0,0,None,0,,496185.jpg,1.0,0,0,Gordon,0.0,False,None,a,11,14,9.0,426,205,1,923,0,741,0,0.0,0.2,Gordon,0
0,0,0,None,None,0,492777,None,,0,0,0,0,0.0,572,225,None,,0,2,1.0,1.0,0,Conor,0.0,0,0,0.0,588,225,626,False,0.0,583,225,0,,None,40,0,0,None,0,,492777.jpg,0.0,0,0,Bradley,0.0,False,None,a,11,14,0.0,540,219,0,822,0,808,0,0.0,0.0,Bradley,0
0,0,0,None,None,0,430992,None,,0,0,0,0,0.0,548,206,None,,0,2,1.0,1.0,0,Owen,0.0,0,0,0.0,565,207,627,False,0.0,560,207,0,,None,40,0,0,None,0,,430992.jpg,0.0,0,0,Beck,0.0,False,None,a,11,14,0.0,515,199,0,21300,0,21320,0,0.0,0.0,Beck,0
0,0,0,None,None,0,443629,None,,0,0,0,0,0.0,553,45,None,,0,1,1.0,1.0,0,Marcelo,0.0,0,0,0.0,569,65,656,False,0.0,564,65,0,,None,40,0,0,None,0,,443629.jpg,0.0,0,0,de Araújo Pitaluga Filho,0.0,False,None,a,11,14,0.0,521,30,0,1180,0,906,0,0.0,0.0,Pitaluga,0
0,0,0,None,None,0,441428,None,,0,0,0,0,0.0,551,208,None,,0,2,1.0,1.0,0,Jarell,0.0,0,0,0.0,567,208,660,False,0.0,562,208,0,,None,40,0,0,None,0,,441428.jpg,0.0,0,0,Quansah,0.0,False,None,a,11,14,0.0,519,202,0,361,0,382,0,0.0,0.0,Quansah,0
3,6,227,100,100,6,244731,None,,0,0,1,-1,288.0,145,92,None,,0,3,5.4,2.0,2,Luis,1.0,4,4,115.7,121,73,696,False,289.4,253,104,957,,2022-02-07T12:00:14.605752Z,81,0,0,None,0,,244731.jpg,4.9,0,0,Díaz,8.0,False,None,a,11,14,578.0,62,34,64,1048418,0,321298,0,0.1,7.9,Luis Díaz,0
3,2,359,100,100,15,114283,None,,0,0,-5,5,730.6,19,14,None,,0,3,5.0,4.3,0,Jack,3.3,8,3,204.8,30,20,33,False,394.4,183,68,1910,,2022-02-12T18:30:10.756521Z,75,0,0,None,0,,114283.jpg,3.3,0,0,Grealish,7.1,False,None,a,12,43,923.0,25,16,86,1269586,0,2586079,0,0.4,11.5,Grealish,3
2,5,403,100,75,10,58621,None,,0,0,-1,1,247.8,167,38,None,,0,2,0.8,0.8,0,Kyle,0.0,14,0,63.2,265,88,249,False,274.2,263,99,1755,,2022-04-13T23:00:13.911307Z,54,0,0,None,0,,58621.jpg,4.2,0,0,Walker,4.7,False,None,a,12,43,110.0,295,91,85,848250,0,1034399,0,0.0,15.7,Walker,1
5,10,488,100,100,14,59859,4,,0,0,-4,4,613.8,39,28,3,,2,3,2.8,6.3,14,Ilkay,5.3,10,8,196.3,36,23,250,False,549.2,110,39,1851,,2021-12-11T22:30:16.837568Z,71,0,0,5,0,,59859.jpg,4.6,0,0,Gündogan,2.6,False,None,a,12,43,798.0,34,22,124,735419,0,1198893,0,0.7,17.5,Gündogan,1
8,33,732,100,100,13,61366,1,,0,0,1,-1,1222.0,3,2,2,,4,3,9.2,11.7,6,Kevin,10.7,22,15,311.0,6,5,251,True,1005.8,6,3,2196,,2022-04-13T23:00:13.921445Z,121,0,0,3,0,,61366.jpg,6.5,0,0,De Bruyne,18.6,False,None,a,12,43,880.0,28,19,196,3527855,0,2123075,0,0.9,16.2,De Bruyne,2
0,4,290,100,75,9,97299,None,,0,0,-3,3,79.7,312,98,None,,1,2,0.8,1.0,1,John,0.3,6,1,44.4,321,110,252,False,219.8,300,115,1117,,2022-04-20T23:00:19.979731Z,52,0,0,None,0,,97299.jpg,5.0,0,0,Stones,2.6,False,None,a,12,43,145.0,248,67,70,196310,0,848990,0,0.1,13.5,Stones,0
0,1,22,0,0,0,102826,None,,0,0,-3,3,29.1,392,140,None,,0,2,0.0,0.0,0,Benjamin,0.0,1,0,4.6,462,169,253,False,15.2,476,178,78,Suspended by club - Unknown return date,2021-09-01T12:00:08.045744Z,52,0,0,None,0,,102826.jpg,3.0,0,0,Mendy,0.3,False,None,n,12,43,2.0,459,174,3,18818,0,76227,0,0.0,0.6,Mendy,0
7,12,477,100,100,7,103025,2,,0,0,-4,4,631.6,36,26,1,,3,3,2.0,2.7,1,Riyad,1.7,14,11,208.7,28,19,254,False,616.8,71,27,1485,,2022-01-01T17:00:19.111687Z,86,0,1,1,0,,103025.jpg,4.8,0,0,Mahrez,4.0,False,None,a,12,43,842.0,31,20,135,1106374,0,1441796,0,0.2,15.7,Mahrez,0
7,15,468,100,100,13,103955,None,,0,0,-5,5,613.2,40,29,None,,5,3,7.6,6.3,4,Raheem,5.3,17,13,253.4,17,13,255,False,730.8,39,17,2121,,2021-10-24T08:00:14.834528Z,105,0,1,4,0,,103955.jpg,5.4,0,0,Sterling,2.6,False,None,a,12,43,1188.0,12,7,163,785692,0,834017,0,0.5,15.5,Sterling,1
11,27,829,100,100,19,121145,None,,0,0,12,-12,786.9,14,3,None,,6,2,5.2,3.3,1,João Pedro Cavaco,2.3,25,1,243.6,20,2,256,True,796.0,24,4,3227,,2022-03-09T10:00:10.326270Z,72,0,0,None,0,,121145.jpg,5.6,0,0,Cancelo,41.4,False,None,a,12,43,851.0,30,1,201,5714818,0,2892649,0,0.3,27.9,Cancelo,7
0,4,701,100,100,20,121160,None,,0,0,2,-2,0.0,732,83,None,,0,1,4.6,2.3,1,Ederson,1.3,26,0,56.1,287,20,257,False,561.2,103,18,3330,,2021-10-13T23:00:12.931847Z,62,0,0,None,0,,121160.jpg,4.2,0,60,Santana de Moraes,12.1,False,None,a,12,43,0.0,732,83,155,1212851,0,1092177,0,0.2,25.0,Ederson,3
0,0,234,100,100,5,126184,None,,0,0,-3,3,58.9,341,116,None,,0,2,2.8,1.3,0,Nathan,0.3,3,2,37.9,336,120,258,False,245.0,284,109,919,,2022-04-30T21:00:16.305231Z,47,0,0,None,0,,126184.jpg,3.9,0,0,Aké,0.5,False,None,a,12,43,75.0,326,106,54,74111,0,79916,0,0.1,11.5,Aké,0
2,8,714,100,100,18,146941,None,,0,0,5,-5,201.0,198,49,None,,2,2,5.6,2.3,1,Aymeric,1.3,24,4,120.7,108,20,259,False,660.0,63,22,2830,,2022-05-11T23:30:10.974664Z,60,0,0,None,0,,146941.jpg,4.8,1,0,Laporte,11.0,False,None,a,12,43,348.0,129,15,160,2202388,0,1487557,0,0.2,26.7,Laporte,5
0,1,29,100,100,1,164484,None,,0,0,-1,1,0.0,599,64,None,,0,1,1.0,1.0,0,Zack,0.0,0,0,2.3,484,38,260,False,23.0,460,38,90,,2022-02-26T22:00:11.819369Z,44,0,0,None,0,,164484.jpg,7.0,0,2,Steffen,0.2,False,None,a,12,43,0.0,576,53,7,16828,0,27499,0,0.0,1.6,Steffen,0
8,15,663,100,100,16,165809,5,,0,0,0,0,876.1,12,10,None,,3,3,2.6,4.0,2,Bernardo Mota,3.0,23,8,257.9,15,11,261,False,739.4,37,15,2856,,2021-12-14T23:30:14.775976Z,70,0,0,None,0,,165809.jpg,4.4,0,0,Veiga de Carvalho e Silva,14.0,False,None,a,12,43,958.0,21,13,155,4431646,0,3450935,0,0.4,22.1,Bernardo,6
5,12,622,100,0,14,171314,None,,0,0,2,-2,225.2,185,44,None,,2,2,0.0,0.0,0,Rúben Santos,0.0,18,2,107.6,140,29,262,False,581.2,92,36,2401,,2022-05-08T23:00:20.613448Z,62,0,0,None,0,,171314.jpg,4.9,0,0,Gato Alves Dias,15.5,False,None,a,12,43,268.0,170,28,141,2625667,0,3554820,0,0.0,22.7,Dias,5
8,16,488,100,100,11,205651,None,,0,0,1,-1,530.9,53,6,None,,3,4,8.0,2.0,2,Gabriel Fernando,1.0,15,8,222.3,26,6,263,False,567.4,100,10,1871,,2022-02-05T10:00:10.226374Z,86,0,0,2,0,,205651.jpg,4.3,0,0,de Jesus,10.2,False,None,a,12,43,1126.0,13,6,120,2985403,0,2505302,0,0.1,14.0,Jesus,1
4,4,284,100,100,5,206325,None,,0,0,-2,2,282.1,151,34,None,,1,2,5.0,3.3,4,Oleksandr,2.3,9,0,65.4,262,87,264,False,259.4,270,102,1044,,2022-01-01T15:00:19.757665Z,53,0,0,None,0,,206325.jpg,3.9,0,0,Zinchenko,1.5,False,None,a,12,43,111.0,292,89,59,181672,0,187644,0,0.4,11.1,Zinchenko,0
6,11,483,100,100,13,209244,3,,0,0,-1,1,716.4,21,16,None,,3,3,4.4,2.3,2,Phil,1.3,16,9,225.5,25,18,265,False,580.8,93,32,2125,,2022-01-01T15:00:19.770115Z,79,0,0,None,0,,209244.jpg,4.9,0,0,Foden,7.6,False,None,a,12,43,954.0,22,14,137,2916929,0,2470123,0,0.2,17.3,Foden,1
2,9,618,100,100,17,220566,None,,0,0,0,0,541.4,50,35,None,,0,3,7.4,6.3,9,Rodrigo,5.3,22,7,174.8,48,33,266,False,758.2,32,14,2884,,2021-12-26T18:30:17.962776Z,55,0,0,6,0,,220566.jpg,3.8,0,0,Hernandez,1.9,False,None,a,12,43,444.0,98,52,127,327824,0,228706,0,1.0,23.1,Rodrigo,5
1,2,65,0,0,3,224444,None,,0,0,-3,3,30.0,390,196,None,,1,3,0.0,0.0,0,Ferran,0.0,1,2,32.3,357,161,268,False,88.6,401,170,303,Transferred to Barcelona,2021-10-14T12:00:10.242757Z,67,0,0,None,0,,224444.jpg,6.5,0,0,Torres,1.9,False,None,u,12,43,204.0,207,112,26,1732247,0,1836096,0,0.0,3.9,Torres,0
1,2,209,100,100,3,27789,None,,0,0,-3,3,177.2,217,130,None,,0,3,3.6,2.7,1,Fernando,1.7,12,2,55.7,288,128,453,False,224.8,298,125,956,,2022-05-11T23:30:11.159876Z,47,0,0,None,0,,27789.jpg,2.4,0,0,Luiz Rosa,0.3,False,None,a,12,43,154.0,242,126,45,46459,0,62805,0,0.4,9.6,Fernandinho,1
1,0,29,100,100,1,244851,None,,0,0,0,0,30.8,385,195,None,,0,3,1.0,1.0,0,Cole,0.0,0,0,10.2,430,192,507,False,11.0,481,207,121,,2022-01-15T15:30:19.124742Z,45,0,0,None,0,,244851.jpg,2.2,0,0,Palmer,0.1,False,None,a,12,43,60.0,344,173,9,13640,0,15165,0,0.0,2.0,Palmer,0
0,0,0,None,None,0,490503,None,,0,0,-3,3,0.0,699,291,None,,0,3,1.0,1.0,0,Samuel,0.0,0,0,0.0,700,290,508,False,0.0,700,290,0,,None,47,0,0,None,0,,490503.jpg,0.0,0,0,Edozie,0.0,False,None,a,12,43,0.0,687,291,0,937,0,2192,0,0.0,0.0,Edozie,0
0,0,0,0,0,0,220394,None,,0,0,0,0,0.0,636,250,None,,0,3,0.0,0.0,0,Tommy,0.0,0,0,0.0,642,249,566,False,0.0,639,247,0,Joined Hamburger on a season-long loan - Expected back 01 Jul,2021-08-31T18:00:10.359919Z,45,0,0,None,0,,220394.jpg,0.0,0,0,Doyle,0.0,False,None,u,12,43,0.0,622,248,0,432,0,537,0,0.0,0.0,Doyle,0
0,0,0,None,None,0,17601,None,,0,0,-1,1,0.0,501,18,None,,0,1,1.0,1.0,0,Scott,0.0,0,0,0.0,525,45,593,False,0.0,520,45,0,,None,39,0,0,None,0,,17601.jpg,0.0,0,0,Carson,1.4,False,None,a,12,43,0.0,467,3,0,296613,0,205316,0,0.0,0.0,Carson,0
0,0,0,None,None,0,439510,None,,0,0,-1,1,0.0,516,190,None,,0,2,1.0,1.0,0,Luke,0.0,0,0,0.0,538,191,603,False,0.0,533,191,0,,None,39,0,0,None,0,,439510.jpg,0.0,0,0,Mbete,0.1,False,None,a,12,43,0.0,483,183,0,5102,0,4310,0,0.0,0.0,Mbete,0
0,0,0,None,None,0,447880,None,,0,0,-1,1,0.0,517,191,None,,0,2,1.0,1.0,0,Joshua,0.0,0,0,0.0,539,192,604,False,0.0,534,192,0,,None,39,0,0,None,0,,447880.jpg,0.0,0,0,Wilson-Esbrand,0.2,False,None,a,12,43,0.0,484,184,0,24765,0,15828,0,0.0,0.0,Wilson-Esbrand,0
0,0,0,None,None,0,514356,None,,0,0,-1,1,0.0,612,241,None,,0,3,1.0,1.0,0,Romeo,0.0,0,0,0.0,622,240,605,False,0.0,618,238,0,,None,44,0,0,None,0,,514356.jpg,0.0,0,0,Lavia,0.0,False,None,a,12,43,0.0,592,239,0,22058,0,21904,0,0.0,0.0,Lavia,0
0,0,0,None,None,0,434044,None,,0,0,0,0,0.0,550,44,None,,0,1,1.0,1.0,0,Cieran,0.0,0,0,0.0,566,64,615,False,0.0,561,64,0,,None,40,0,0,None,0,,434044.jpg,0.0,0,0,Slicker,0.0,False,None,a,12,43,0.0,517,29,0,1751,0,1391,0,0.0,0.0,Slicker,0
0,0,3,None,None,0,432714,None,,0,0,-1,1,0.2,493,228,None,,0,3,1.0,1.0,0,James,0.0,0,0,0.0,613,233,629,False,0.0,609,231,18,,None,44,0,0,None,0,,432714.jpg,1.0,0,0,McAtee,0.0,False,None,a,12,43,0.0,582,231,2,601,0,511,0,0.0,0.5,McAtee,0
0,0,5,None,None,0,432711,None,,0,0,0,0,0.0,549,207,None,,0,2,1.2,1.0,0,Conrad,0.0,0,0,0.2,515,183,651,False,2.2,504,182,3,,None,40,0,0,None,0,,432711.jpg,1.0,0,0,Egan-Riley,0.0,False,None,a,12,43,0.0,516,200,1,867,0,643,0,0.0,0.2,Egan-Riley,0
0,0,2,None,None,0,478028,None,,0,0,0,0,0.3,491,68,None,,0,4,1.0,1.0,0,Kayky da Silva,0.0,0,0,0.0,716,89,663,False,0.0,716,89,6,,None,50,0,0,None,0,,478028.jpg,1.0,0,0,Chagas,0.0,False,None,a,12,43,0.0,709,89,1,24621,0,23440,0,0.0,0.2,Kayky,0
0,0,2,None,None,0,463034,None,,0,0,0,0,0.0,672,82,None,,0,4,1.0,1.0,0,Liam,0.0,0,0,0.1,519,67,704,False,0.0,674,80,8,,None,45,0,0,None,0,,463034.jpg,1.0,0,0,Delap,0.2,False,None,a,12,43,2.0,456,64,1,46509,0,26926,0,0.0,0.2,Delap,0
1,2,105,100,100,1,40720,None,,0,0,-1,1,98.3,294,46,None,,0,4,1.0,2.5,2,Edinson,2.0,10,2,51.9,305,45,269,False,115.0,382,47,760,,2022-03-30T09:00:10.178895Z,84,0,0,None,0,,40720.jpg,2.3,0,0,Cavani,1.6,False,None,a,13,1,304.0,149,45,34,171076,0,630082,0,0.2,4.0,Cavani,0
0,7,667,None,None,8,51940,None,,0,0,0,0,0.3,490,15,None,,2,1,3.5,2.5,2,David,2.0,57,0,96.1,173,4,270,False,965.8,8,3,3420,,None,50,0,0,None,2,,51940.jpg,3.5,0,127,de Gea,8.5,False,None,a,13,1,0.0,699,75,132,1953005,0,1648388,0,0.4,26.4,de Gea,0
4,3,271,100,100,2,62398,None,,0,0,-2,2,216.9,188,115,None,,1,3,4.5,0.5,0,Nemanja,0.0,26,0,56.5,282,126,271,False,302.6,243,99,1375,,2022-02-11T15:00:15.413380Z,43,0,0,None,0,,62398.jpg,2.3,0,0,Matic,0.5,False,None,a,13,1,45.0,363,181,52,90149,0,82011,0,0.0,12.1,Matic,3
9,6,254,100,0,2,74208,None,,0,0,-1,1,355.1,116,78,None,,1,3,0.0,0.0,0,Paul,0.0,22,1,101.4,154,87,272,False,332.6,224,89,1347,,2022-04-19T23:00:10.983009Z,74,0,0,4,0,,74208.jpg,3.2,1,0,Pogba,6.3,False,None,a,13,1,328.0,134,74,65,2197757,0,2527837,0,0.0,8.8,Pogba,7
0,4,451,100,100,7,95658,None,,0,0,-1,1,77.2,318,100,None,,0,2,0.7,2.5,2,Harry,2.0,43,1,96.5,170,42,273,False,571.0,97,37,2513,,2022-04-27T14:00:18.040047Z,54,1,0,None,0,,95658.jpg,2.3,1,0,Maguire,4.3,False,None,a,13,1,316.0,143,20,69,383176,0,1048532,0,0.4,12.8,Maguire,7
5,8,426,100,100,7,101582,None,,0,0,-1,1,409.1,95,69,None,,1,3,1.0,2.5,2,Frederico,2.0,31,4,119.8,110,66,274,False,587.4,89,31,2026,,2022-04-09T21:30:16.534465Z,49,1,0,None,0,,101582.jpg,3.3,0,0,Rodrigues de Paula Santos,0.8,False,None,a,13,1,201.0,211,113,93,382905,0,373780,0,0.4,19.0,Fred,5
3,3,276,100,75,3,106760,3,,0,0,-5,5,586.1,43,9,None,,0,2,0.4,0.4,0,Luke,0.0,24,0,93.3,181,49,275,False,292.0,251,96,1600,,2022-04-02T23:30:18.289140Z,50,0,0,None,0,,106760.jpg,2.3,0,0,Shaw,10.8,False,None,a,13,1,54.0,354,123,46,918566,0,4223398,0,0.0,9.2,Shaw,8
0,1,105,100,100,0,109322,None,,0,0,-3,3,109.5,282,156,None,,0,3,0.7,0.5,0,Jesse,0.0,13,2,32.7,354,158,276,False,115.8,380,160,354,,2022-04-29T14:00:14.378745Z,67,0,0,None,0,,109322.jpg,1.8,0,0,Lingard,0.9,False,None,a,13,1,102.0,304,157,29,61585,0,155617,0,0.0,4.3,Lingard,1
7,15,626,100,100,8,141746,1,,0,0,-4,4,1291.9,2,1,2,,2,3,3.3,1.5,1,Bruno Miguel,1.0,54,10,311.2,5,4,277,False,906.6,11,5,3110,,2022-02-05T10:00:10.258202Z,116,0,2,2,0,,141746.jpg,4.2,0,0,Borges Fernandes,13.5,False,None,a,13,1,910.0,27,18,151,2639954,0,5596231,0,0.1,13.0,Fernandes,10
0,2,40,0,0,0,148225,None,,0,0,-4,4,17.5,413,54,None,,0,4,0.0,0.0,0,Anthony,0.0,3,1,14.6,417,53,278,False,40.4,440,53,207,Joined Sevilla on loan until the end of the season - Expected back 01 Jul,2022-01-25T23:30:20.468144Z,76,0,0,None,0,,148225.jpg,1.8,0,0,Martial,0.5,False,None,u,13,1,91.0,312,53,14,30481,0,149213,0,0.0,1.8,Martial,0
4,6,345,100,100,5,152590,2,,0,0,-1,1,455.6,79,12,3,,1,2,4.0,2.5,2,Alex Nicolao,2.0,26,0,95.9,175,46,279,False,399.6,181,78,1658,,2022-02-07T15:30:17.134226Z,49,0,0,None,0,,152590.jpg,3.2,0,0,Telles,0.8,False,None,a,13,1,103.0,300,93,67,289026,0,232278,0,0.4,13.7,Telles,1
